Label0;size0;clusteringCoef0;pathLength0;diameter0;compCount0;density0;degree0;borderS0;borderW0Label1;size1;clusteringCoef1;pathLength1;diameter1;compCount1;density1;degree1;borderS1;borderW1Label2;size2;clusteringCoef2;pathLength2;diameter2;compCount2;density2;degree2;borderS2;borderW2Label3;size3;clusteringCoef3;pathLength3;diameter3;compCount3;density3;degree3;borderS3;borderW3Label4;size4;clusteringCoef4;pathLength4;diameter4;compCount4;density4;degree4;borderS4;borderW4Label5;size5;clusteringCoef5;pathLength5;diameter5;compCount5;density5;degree5;borderS5;borderW5Label6;size6;clusteringCoef6;pathLength6;diameter6;compCount6;density6;degree6;borderS6;borderW6Label7;size7;clusteringCoef7;pathLength7;diameter7;compCount7;density7;degree7;borderS7;borderW7Label8;size8;clusteringCoef8;pathLength8;diameter8;compCount8;density8;degree8;borderS8;borderW8Label9;size9;clusteringCoef9;pathLength9;diameter9;compCount9;density9;degree9;borderS9;borderW9Label10;size10;clusteringCoef10;pathLength10;diameter10;compCount10;density10;degree10;borderS10;borderW10Label11;size11;clusteringCoef11;pathLength11;diameter11;compCount11;density11;degree11;borderS11;borderW11Label12;size12;clusteringCoef12;pathLength12;diameter12;compCount12;density12;degree12;borderS12;borderW12Label13;size13;clusteringCoef13;pathLength13;diameter13;compCount13;density13;degree13;borderS13;borderW13Label14;size14;clusteringCoef14;pathLength14;diameter14;compCount14;density14;degree14;borderS14;borderW14;world_label
false;0.0;0,173;0,243;0,05;0;0,08;0,197;0;0;false;0.0;0,556;0,16;0,03;0;0,5;0,189;0;0;false;0.0;0,333;0,176;0,04;0;0,429;0,241;0;0;false;0.0;0;0,167;0,03;0;0,467;0,227;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;0
false;0.0;0,25;0,241;0,05;0;0,083;0,203;0;0;false;0.0;0,556;0,16;0,03;0;0,5;0,187;0;0;false;0.0;0,333;0,176;0,04;0;0,429;0,239;0;0;false;0.0;0,389;0,153;0,03;0;0,533;0,261;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;0
false;0.0;0,181;0,216;0,04;0;0,094;0,233;0;0;false;0.0;0,3;0,16;0,03;0;0,467;0,223;0;0;false;0.0;0,4;0,13;0,02;0;0,7;0,256;0;0;false;0.0;0,367;0,167;0,03;0;0,429;0,246;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;0
false;0.0;0,635;0,185;0,03;0;0,131;0,342;0;0;false;0.0;0,729;0,153;0,03;0;0,509;0,507;0;0;false;0.0;0,689;0,162;0,03;0;0,476;0,291;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;2
false;0.0;0,515;0,2;0,04;0;0,185;0,503;0;0;false;0.0;0,786;0,14;0,02;0;0,6;0,627;0;0;false;0.0;0;0,2;0,04;0;0,4;0,16;0;0;false;0.0;0,789;0,143;0,02;0;0,571;0,363;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;1
false;0.0;0,534;0,192;0,03;0;0,197;0,534;0;0;false;0.0;0,786;0,14;0,02;0;0,6;0,624;0;0;false;0.0;0,789;0,143;0,02;0;0,571;0,366;0;0;false;0.0;0,767;0,13;0,02;0;0,7;0,289;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;0
false;0.0;0,522;0,191;0,03;0;0,199;0,539;0;0;false;0.0;0,786;0,14;0,02;0;0,6;0,615;0;0;false;0.0;0,789;0,143;0,02;0;0,571;0,363;0;0;false;0.0;0,767;0,13;0,02;0;0,7;0,3;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;0
false;0.0;0,535;0,19;0,03;0;0,202;0,544;0;0;false;0.0;0,786;0,14;0,02;0;0,6;0,605;0;0;false;0.0;0,789;0,143;0,02;0;0,571;0,361;0;0;false;0.0;0,767;0,13;0,02;0;0,7;0,306;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;0
false;0.0;0,535;0,19;0,03;0;0,202;0,54;0;0;false;0.0;0,786;0,14;0,02;0;0,6;0,596;0;0;false;0.0;0,789;0,143;0,02;0;0,571;0,358;0;0;false;0.0;0,767;0,13;0,02;0;0,7;0,309;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;0
false;0.0;0,498;0,187;0,03;0;0,208;0,552;0;0;false;0.0;0,836;0,131;0,02;0;0,694;0,548;0;0;false;0.0;0,822;0,127;0,02;0;0,733;0,388;0;0;false;0.0;0;0,133;0,02;0;0,667;0,135;0;0;false;0.0;0,767;0,13;0,02;0;0,7;0,307;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;false;0;0;0;0;0;0;0;0;0;0;;1
